Destination Name,Destination Type,Rating,Review Head,Review Body,Date
Simien Mountains National Park,Nature/Parks,5,Simien Park Tours,"I highly recommend Simien Park Tours, under the direction of Jemal Hussein, for an outstanding experience in the Simien Mountains, Ethiopia. I did a 5 day trek in January 2018 that was well organized and enabled a visit to the key campsites and viewpoints during...",January 2018
Simien Mountains National Park,Nature/Parks,5,breathtaking,"Amazing views, scenery is just out of this world, Gelado monkeys everywhere plus the tallest waterfall I think I have ever seen!",June 2018
Simien Mountains National Park,Nature/Parks,5,Desu made our trip!,"Desu helped us discover an entirely different side to Ethiopia. We spent two days with him in the Simien Mountains but also were so curious about everything in between Gondar and the mountains we made many stops along the way. 

Desu was incredibly accommodating and...",June 2018
Simien Mountains National Park,Nature/Parks,5,AMAZING!,"Wow, our third time in Ethiopia and we've only just now visited Simien MNP - what were we thinking?? It's a stunning location, ridiculous views, and great for hiking! Just layers upon layers of mountains and ridges as far as the eye can see. So...",June 2018
Simien Mountains National Park,Nature/Parks,5,Absolutely fantastic experience!,"Can warmly recommend a four or five day hiking tour of the Simien mountains! The trek is both challenging as well as rewarding. During the trek one will get to see evergreen landscapes and mountain cliffs, waterfalls and endemic animals like for instance the Gelada...",June 2018
Simien Mountains National Park,Nature/Parks,5,Trekkers dream!,"Spent 3 days campfire in simien, during which we spotted the endangered Ethiopian wolf and ibex amongst many others. The camp facilities are very basic and you must have an armed scout with you, you may trek without anyone else but really you need a...",June 2018
Simien Mountains National Park,Nature/Parks,4,Beautiful,"Spent a few hours in the Simien mountains. It was nice to get away from the city.  It was a bit cloudy and rainy that day. Our son was happy to see the Gelada monkeys. When our son is older, perhaps we will do the...",May 2018
South Omo Research Centre Museum,Museums,4,its nice,"this museum is use to know about the cultures of the southern omo valley tribes our guide took us to Omo valley the first town we arrived is called “Turmi” we watch the local market use them to meet family , friend also may be...",February 2015
South Omo Research Centre Museum,Museums,4,Visit If Near There,"I am giving this a high rating as it is probably “one of a kind”. It is a very small and development is difficult and a financial challenge.  Having said that, if you are in Jinka you should visit it. The exhibits are good and...",March 2015
South Omo Research Centre Museum,Museums,3,Interesting small museum,"The museum was interesting, it contained objects used in everyday life by the different tribes. Very interesting were the written dialogues between women of the various tribes, as it gave some understanding of their everyday lives. Their testimonies and thoughts on female genital mutilation and...",February 2015
South Omo Research Centre Museum,Museums,5,Fantastic Museum,This Is a very interesting museum which has recorded a lot of local peoples thoughts and customs. Highly recommended.,February 2015
South Omo Research Centre Museum,Museums,5,This is Absolutely a Must Visit,"This museum is really, really good. It's better than the Ethnic museum in Addis. It may not have as many items but they are displayed better with good lighting. One of the great features is a project where women talk (you have to read it)...",October 2014
South Omo Research Centre Museum,Museums,4,An important insight into the Tribes of Omo Valley,"A small research centre and museum, highlighting the tribal culture and the differences between the tribes and the struggles they face in this modern world",October 2014
South Omo Research Centre Museum,Museums,3,Worth visiting but...,"There are a small number of displays which reflect local cultures, tribes and history.  The most interesting thing was the video we were shown (in English) which focused on a TV-based intrepid traveler's time with a local tribe (including some graphic depictions of drinking curdled...",October 2014
South Omo Research Centre Museum,Museums,4,First visit The Jinka Musuem,"Unfortunatelly the Museum was clossed on the Ethiopian National Holiday we visited. A small boy from Ari Tribe came and helped us.
A German Anthropologist working there told us it was a holiday but opened he door to us, 

Musuem was fantastic,a nd you can...",September 2014
South Omo Research Centre Museum,Museums,5,worth a stop when in Jinka,Lovely museum and research centre high on a hill overlooking Jinka.  Dedicated to the tribes of the Omo and giving information regarding all the tribes in the area.,June 2014
South Omo Research Centre Museum,Museums,5,Beautiful view from here.,It was interesting to see the museum and how people lived back in the day and still today are living the same way.   It was a museum but the people haven't changed much.,April 2014
Simien Mountains National Park,Nature/Parks,5,Excellent 4d3n tour Simien with mulish,"Really inspiring tour with experienced guides, and warm enough breakfast &dinner to face the chilling temperatures at night. Hidden holy places, awesome views from really scaring cliffs, it's an unique experience to contemplate the dawn or the dusk in such lovely place. Really a 8-9...",October 2019
Simien Mountains National Park,Nature/Parks,5,Simien Mountain and Danakil,"Hi all! For sure you have to visit the Simien Mountain ( mínimums 4 days-3 nights ) and the Danakil depression ( 3 days is enough ). We recomend you to do it with Mulish , see below information: 
Mulu_get_g@yahoo.com
Whatsapp+251918032805
Good organisation, very attentive...",October 2019
Simien Mountains National Park,Nature/Parks,5,"Amazing amalgamation of views, life, geology, and FUN!","Incredible 3-day trek in the Simiens. Our guide, Haile, was genial and knowledgeable throughout the trek. He pointed out a Walia ibex, countless Gelada baboons, many amazing birds, cool plants, and geological formations. We joked around a lot; his spirit made the trip easy and...",May 2019
Simien Mountains National Park,Nature/Parks,5,Trek to the SIMION,"We are a family with 3 girls and went on a 5 day trek in the fabulous Simions. We had a great experience with Bokata's trek company ""Simionview"", everything we needed was provided for us and more. We greatly recommend treking with Simionview.",October 2019
Simien Mountains National Park,Nature/Parks,5,Wonderful Experience,Fantastic trek from start to finish. Our family of 5 took a private 2-day trek with Adisu  We were greatly impressed by the care and attention shown by Adisu  prior to the trek and the extra attention given to some unique needs for our family....,October 2019
Simien Mountains National Park,Nature/Parks,5,Simien Mountains 3-days trip with bewketu,"We had an amazing experience. Bewketu arranged everything in detail and the trip was well organized. He was a very good choice. The private chef made good food for us. lodges were satisfying. If you are planning to do the Simiens trek, go with bewketu!...",October 2019
Simien Mountains National Park,Nature/Parks,5,Incredibly well organised trip with a FANTASTIC guide Sammy Kasaw,"We (two friends from the USA and South Africa), spent 4 days and 3 nights with Sammy and the team he arranged trekking in the Simien mountains. He was really wonderful to communicate with, extremely organized and flexible in planning. He arranged a team with...",October 2019
Simien Mountains National Park,Nature/Parks,5,Amazing trip well worth it,"We did 2 nights and three days, and the views, wildlife, and plants are amazing - especially if you go at the end of the rainy season when there's flowers everywhere. ETT organised it well, aside from the last day when we had to wait...",October 2019
Simien Mountains National Park,Nature/Parks,5,Simien Mountains National Park 3-days trip,"In the end of September we went for a 3 days 2 nights trip to Siemien Mountains organised by Gismu (+251935480330, gismudebark@yahoo.com). We were picked up and left back in Gondar as previously planned. Our team for the trek was very professional and friendly. The...",September 2019
Simien Mountains National Park,Nature/Parks,5,3D 2N,"We had the best tour of the simien mountains with Angaw Meseret (add him on Facebook!. I can only recommend him: he will arrange the best trip, show you the animals (geladas, ibex etc). He speaks English quite well and is learning German are Gondar...",October 2019
Nechisar National Park,Nature/Parks,5,Beautiful park with lots of animals,"A short boat trip took us to a place with a lot of crocodiles, flamingos, pelicans and some hippos. The boat driver took the boat really close to the crocs that were relaxing in the sun. After that we crossed the lake into the national...",November 2014
Nechisar National Park,Nature/Parks,5,National Park,"Nechisar National Park is situated 510km south of Addis near the town of Arba Minch, in between Lakes Abaya and Chamo. From the town on the ridge of land that divides Abaya and Chamo there are commanding panoramic views all around, including both lakes with...",April 2015
Nechisar National Park,Nature/Parks,3,Nech Sar,There are few Zebras that is only you look may be we are not lucky.The guide told me I should walk at least for 2h but not excited.,October 2014
Nechisar National Park,Nature/Parks,3,Zebras & monkeys on a not too great road,"Not as bad as Mago NP which the government has practically given up on, but you can't say the park is well maintained. Definitely get a 4x4 because the roads aren't in the best shape ever... Besides that, there's a circular route, but when I...",July 2015
Nechisar National Park,Nature/Parks,5,Zebras aplenty!!!!!,The Nechisar National Park was an excellent place to spend a day in. It is quite close to Arbaminch although the 25 kms road to the Nechisar Plains is quite rough. You need a 4x4 and need the park's guide to safely navigate your way...,July 2015
Nechisar National Park,Nature/Parks,5,My favourite national park!!,"We loved it in 1998 and we still love it today. It's a real adventure getting there. The road turns and twists over boulders, soft soil, pebbles.  Only a 4X4 and a good driver can get you there.  It's about 25 km to the top...",July 2015
Nechisar National Park,Nature/Parks,5,White Grass (Savanna Park),Nechisar National Park is very good to see Zebra a lot very closely and if you are in right time you will also see Lion it is interesting place to spend time I recommend to stay overnight in the Park you will love it.,September 2014
Nechisar National Park,Nature/Parks,5,Zebras by my side,Crocodiles are ok. And also the birds. But what really impressed me was being able to walk together with the zebras. They were so close to me! An unforgettable experience.,December 2014
Nechisar National Park,Nature/Parks,5,Review of only Nechisar National Park,There are several tour operators that you can go through and hire in Arba Minch to visit this National Park.  Think of this park as the Ethiopian version of a safari (do not compare to the Serengeti).  For the best experience select a tour operator...,March 2015
Simien Mountains National Park,Nature/Parks,5,Magnifique,"We started climbing on a sunny morning and ended up soaked in our clothes by 8pm when we reached our first camp! I lost faith.....until the last afternoon that I was spending with the team: amazing sun set over thousands of mountains....Ethiopia, my love!",May 2017
Simien Mountains National Park,Nature/Parks,5,a close 2nd to danakil,"I hope everyone can do both Danakil and Simien. 

Danikil is barely better

but lets talk simien.

The first time you see the monkey troop - wow - blows you away to see 200 of them. Then the first time you see them in small...",January 2018
Simien Mountains National Park,Nature/Parks,5,Simien Mountains Trek,"My family and I had an incredible few days in the breathtakingly beautiful Simeon Mountains, made even more enjoyable by our excellent guide, Dawoud Sulayman. Dawoud's friendliness, enthusiasm and knowledge made our trip unforgettable. Having studied tour management in the UK his English is impeccable,...",December 2017
Simien Mountains National Park,Nature/Parks,5,Outstanding Simien Mountains Trek with Dawoud Sulayman - Simien Mountains Tours,We had a fantastic experience on a three-night four-day mountain trek organized and guided by Dawoud Sulayman. Dawoud's knowledge of and vast experience trekking in the park allowed us to experience some of the best of what the park has to offer even within our...,January 2018
Simien Mountains National Park,Nature/Parks,5,Hiking,"We went for a two day hike in the Simien mountains - with an organised tour. The nature is amazing, unspoiled, rural, great. The gelata baboons aren't bothered by visitors, other animals like klippenspringers and birds can be seen. Accomodation is simple - tent or...",October 2017
Simien Mountains National Park,Nature/Parks,5,Dawoud Sulayman and his team were truly amazing and led us on an outstanding trek through the Simien Mountains!!!,Dawoud and his team were outstanding and led our an amazing trek through the Simien mountains. Dawoud was one of the best guides I've ever had and showed us around the many beautiful areas of Simien Mountains National Park. The hike was tough (especially since...,January 2018
Simien Mountains National Park,Nature/Parks,5,Excellent tour with Dezy,We were a group of 6. Dezy organized our Simien Mountains trekking. Everything was as we agreed upon. We could have dinner in the biggest and highest tent on the campsite (in which you can stand ) which was comfortabel as it can get very...,December 2017
Simien Mountains National Park,Nature/Parks,5,Dawoud Sulayman and Simien Mountain Tours,"Dawoud Sulayman and his team are truly excellent. They provided our family of six with an unforgettable tour of Gondar and the Simien Mountains. Highly recommended. Dawoud was a real star – warm, friendly, obliging, well-organised and extremely knowledgeable not only about local history, wildlife...",December 2017
Simien Mountains National Park,Nature/Parks,5,Don't overlook the Lowlands when you hikeinethiopia,Having done the traditional Sankabar to Chenek route twice with variations this time we decided to focus on the lowlands having heard so much about their beauty. The lowlands are usually done at the end of longer treks. Not having the time or inclination for...,December 2017
Simien Mountains National Park,Nature/Parks,5,Trekking among the Geladas,"This is like a green version of the Grand Canyon.  Due to the altitude, we took altitude sickness medication before we arrived, and it was a huge help.  We were able to get very close to the Gelada monkeys, and we were extremely fortunate to...",December 2017
Red Terror Martyrs Memorial Museum,Museums,3,Sad exhibition of (mainly) photos,We spent half an hour in this museum and found the experience quite moving.  Be sure to read up about the subject before you go or pay for a guide to explain the history to you or will be pretty meaningless.,October 2015
Red Terror Martyrs Memorial Museum,Museums,5,Sobering and Well Worth the Visit,"For the more-than-a-tourist, who is interested in the culture and history of Ethiopia, this is a must visit site. Victims of the Red Terror (several years at the beginning of the Socialist regime) have organized the museum in memory of their loved ones. As in...",January 2015
Red Terror Martyrs Memorial Museum,Museums,3,Could be better,"It's very difficult to understand what happened during the time this museum purports to commemorate. There is no chronological date line, there are not many explanations for a lot of the exhibits and not many of them have enough of an explanation in English. What...",October 2015
Red Terror Martyrs Memorial Museum,Museums,5,Must see in Addis,This museum is well layed out with fabulous guides who really explain a dark part of Ethiopian history. Not for small kids.,October 2015
Red Terror Martyrs Memorial Museum,Museums,5,Eye opening.,If you visit Addis on business or pleasure you must visit here. The museum is a very real and graphic insight into the past 50 years of the country's existence. It also shows there was more to the famine of the 1980s that we all...,October 2015
Red Terror Martyrs Memorial Museum,Museums,4,One of the Attractions of Ethiopia,"In the museum various instruments are displayed ,original skulls and bones, coffins, blood clothes, and photographs of victims are exhibited.
The museum has history of the red terror victims",October 2015
Red Terror Martyrs Memorial Museum,Museums,5,A must see,"Great museum. Get the guided tour, its free and very informative. Well worth it is you want to learn more about the history of Ethiopia.",October 2015
Red Terror Martyrs Memorial Museum,Museums,5,Communists try to take over Ethiopia,"This museum describes and shows a horrific time period in Ethiopia from 1974 to 1991 in which Communist General Mengistu Haile Mariam took over and is responsible for from 500,000 to over 2 million murders.  He is still wanted for those genocides and now resides...",October 2015
Red Terror Martyrs Memorial Museum,Museums,5,Great!,"Super interesting museum! I am a fan of African History and I was positively impressed by this museum. 
The museum is quite good but what made the difference was the guide: A sixty year old gentleman who spoke perfect English and provided very accurate and...",June 2015
Red Terror Martyrs Memorial Museum,Museums,5,Important history to know,Try to get someone at the museum to talk to you about it as well. The pictures and images cna tell the story but it helps to have a real person flesh out any questions and put the whole picture together,September 2015
National Museum of Ethiopia,Museums,3,Eh,Very cheap tickets to get in but really nothing much to see unless you are really into the culture. The Lucy display was the big attraction but that was just a small room with some information and some bones. Nothing special.,August 2012
National Museum of Ethiopia,Museums,3,Big history in a small museum,We visited the museum the day the Ethiopian prime minister died.We could not reach the museum by taxi but a pleasant walk brought us to the gates.Entrance fee is very cheap and the locals pay even less.The main building has four floors of exhibits:fosils which...,August 2012
National Museum of Ethiopia,Museums,3,Just okay,"They have relics and artifacts all different time periods and they've got Lucy's bones there... but it's small and to me, nothing great, but well worth the money (super cheap... forgot the price exactly)",February 2012
National Museum of Ethiopia,Museums,5,Saw every item.,"Well we saw everything that was to be seen on the day we went.
very interesting right from the old tools, old bones to the modern paintings. It is a must of you are interested in Ethiopia's past as well as present.",August 2012
National Museum of Ethiopia,Museums,4,"The ""Lucy"" museum","A bit shabby, but a good exhibition of Rift Valley discoveries.  The depictions of our human lineage were first rate, but the rest of the museum was not especially noteworthy.",July 2012
National Museum of Ethiopia,Museums,4,Lucy!!!,"Nice museum over the Ethiopian history.The floor dedicated to Lucy was nice and interesting.
Entrace fee is just 10 birr. 
It worth the visit.",July 2012
National Museum of Ethiopia,Museums,5,place of impression for your discovering ethiopia,"this place so gorgeous and very nice to see every thing, such as all the nation of nation used equipments, difference of cultures of the nation of nations, archeological remainings, lots of artworks and you can see how Ethiopians they was do in previous time...",October 2011
National Museum of Ethiopia,Museums,4,good value museum,Entrance is very cheap for a museum of this size in Ethiopia(entoto hill is 50 birr compared to 10 for National Museum).  A friend who knows amharic would be helpful since some exhibits do not have English labels.  Lots of artwork on display which is...,July 2012
National Museum of Ethiopia,Museums,5,Worth visiting,The museum features some of the latest anthropological findings including the world famous LUCY. There's a guide who can give you a personal tour around the museum and describe in details in item but at the end of it he'll expect a gift (I gave...,March 2012
National Museum of Ethiopia,Museums,4,National Museum of Ethiopia,"I really enjoyed my visit to the National Museum of Ethiopia. Many fabulous artefacts, fossils, art work and other cultural items to see. Whilst the museum isn't modern in terms of European standards it is functional and does its job well. It is definitely worth...",July 2012
Harar Jegol Wall,Landmarks,5,Harar old city,"I visited Harar last month, and I really loved it. Welcoming and relaxed atmosphere, and a lot to see. Beautiful old city, with a labyrinth of narrow streets where you'll easily get lost but always find your way. It's definitely worth to take a guide,...",December 2015
Harar Jegol Wall,Landmarks,4,The Place to People Watch,"The people who live and work inside the old city of Harar make the place quite interesting. I often found myself sitting at one of the five gates, just observing the people go about their daily lives. It makes for some great photo opportunities!",January 2016
Harar Jegol Wall,Landmarks,5,Well there is a wall,"You should get lost in the twists and turns of the city, just to have an unforgettable sensation and make sure you visit the hyenas.",December 2014
Harar Jegol Wall,Landmarks,5,Favorite place on our trip!,I did a month in east africa and Harar was my favorite place. Definitely get Hailu to be your tour guide. He knows so many people and is very good about showing you the best parts of the city that you wouldn't have otherwise seen....,September 2015
Harar Jegol Wall,Landmarks,5,City Wall,"A great historical experience and adventure.  We learned a lot of history from our guide, about a very interesting city.",July 2015
Harar Jegol Wall,Landmarks,5,A trip back in time!,Go immerse yourself in history and how it had carried to the present! It is nothing like the rest of Ethiopia!,August 2015
Harar Jegol Wall,Landmarks,4,Walk around the wall and eat with Alem.,"We had a morning tour with Hailu and then randomly met Alem in the afternoon since Hailu was tied up with other matters.  We walked the wall with Alem around dusk.  I'd feel a little sketched out if she wasn't with us, but the walk...",July 2015
Harar Jegol Wall,Landmarks,5,The old city - an experience of contrasting colors,The old city alleys with their painted walls are a photographer's paradise -  we didn't see hyenas but did go visit the hyena man show - a dubious experience.  The market in the old city is fascinating and there are some great textiles to take...,February 2015
Harar Jegol Wall,Landmarks,4,Knowledgeable Local Guide,"I spent the afternoon and evening in Herar touring the old city with my father. I received the telephone number of a local guide through a friend in the US Peace Corps stationed in Ethiopia. The guide was friendly, good at English, and, to my...",None
Harar Jegol Wall,Landmarks,5,"Harar, Eastern Ethiopia","The most important muslim city in eastern Ethiopia.   Harar is famous for the Hyena man who feeds the hyenas at nighttime, originally to keep them away from looking for food in the city, but also for it's huge chat market nearby and for the colourful...",December 2014
Simien Mountains National Park,Nature/Parks,1,Not for budget travellers - exploited by transportation and tour mafias,This one of the worst national parks I have ever seen (out of hundreds) in terms of management. There is absolutely no way to do it on budget. The problem is that you have to have a scout and you need to have transportation be...,February 2019
Simien Mountains National Park,Nature/Parks,5,"Great vistas, very well organized","Our 3 days, 2 nights, trek into the Simien Mountains was organized by Mr Bewuketu Kassa. He picked us up at the airport and also the next day at the hotel before leaving on the trek. The trek was very well organized. Good tents, mattresses,...",February 2019
Simien Mountains National Park,Nature/Parks,5,Fabulous and adventurous 3 days trip in Simien mountains!,"Me and my husband made a 3 days trip in Simien mountains in December and we do enjoyed it! Landscapes are beautiful and our guide Eyosi was perfect! Eyosi arranged an amazing trip, tailor-made for us and he was always kind, helpfull, well organized and...",December 2018
Simien Mountains National Park,Nature/Parks,5,Great scenery with wildlife to match,"Spent 2 days in Simeon Mountains and had a wonderful time. We stayed at the Simeon Lodge. We enjoyed staying at the Lodge even though WiFi was only available in the lobby, and only sporadically. We hiked both days (you must have an armed scout...",January 2019
Simien Mountains National Park,Nature/Parks,4,Day tour was nice,"We just visited the park for the day and did some light hiking along the rim and observed a herd of monkeys eating grubs for lunch.  The views were nice, but hard to ignore the air quality issues which limited what could be an otherwise...",January 2019
Simien Mountains National Park,Nature/Parks,5,"Great trip - also, best guide ever (Simientourguide.com)","Pretty much no matter which company you use, the route and views will be the same. However, not all guides are equal. We met travelers whose guide would wander off or whose guide spoke little English or whose guide literally had no idea where he...",November 2018
Simien Mountains National Park,Nature/Parks,5,3 day trip,"We trekked through the Simien Mountains for 3 days and 2 nights.  Our trip was organized by Bewketu Kassa (bewketu200b@yahoo.com, +251918789242) and we joined a group.  The trip was very professionally organized and all went well with transport, provisions, and food.   Additionally, Bewketu was helpful...",February 2019
Simien Mountains National Park,Nature/Parks,5,Custom Ethiopia Experience,"Peter helped us to create a completely custom and unique experience in Ethiopia beginning in Axum and completing in Lalibela. We drove and hiked through the Simien Mountains and Gondar. Peter was extremely professional in assisting the entire trip. Always a phone call away, making...",January 2019
Simien Mountains National Park,Nature/Parks,3,Eshetu Belay - excellent (bird) guide,"If you go to the Simien Mountains, do yourself a favour and hire this gentleman as your guide (he would get 6 stars if I was rating him). You will not regret it. By far one of the best guides in Ethiopia, has an excellent...",December 2018
Simien Mountains National Park,Nature/Parks,5,Trekking Simien Mountains,Just took a quick trek through the Simiens recently and thought I'd post some thoughts. Firstly. Wow!!!!! Go. The park is stunning and the monkeys????.....please. Can it get any better????? More seriously though. After having travelled Ethiopia now for two months I've come to the...,February 2019
Omo National Park and River,Nature/Parks,4,Natural and Real,"Full of nature, wild animals such as buffalo and others. Typical bushmen. Beautiful landscape are some of the attractions.",May 2014
Omo National Park and River,Nature/Parks,4,nice,i havent been deep to the park but i just cross to visit hamer people are so friendly and welcomed to thir home.,May 2014
Omo National Park and River,Nature/Parks,5,Have Emany (Emmanuel Cheneke) guide you in the Omo Valley,Traveling with Emany is like traveling with an old friend. You have a tentative idea of what you are about to do but you are open to adventure and whatever comes your way. This is exactly what my experience was. Emany and I talked about...,January 2014
Omo National Park and River,Nature/Parks,5,Unique chance to experience ancient tribe life,Omo valley is part of Rift valley where human life started. Every signal human being all over the world came from this valley almost 200 000 years ago. This is where it all began. We are all Africans. We were a group of four who...,April 2014
Omo National Park and River,Nature/Parks,5,The river runs muddy.,The Omo valley is a grand valley and the mountains on either side are spectacular looking.  I seen my first Baboon group here.   There were these big birds and big termite mounds.  I loved it here.,April 2014
Omo National Park and River,Nature/Parks,1,Independent Travel in Southern Ethiopia,"We have recently returned from an incredible 5-week trip to Ethiopia which included two weeks in the south with our guide, Lalo Desse. Lalo who speaks English, Amhari, and many tribal languages comes from Jinka and is a member of the Ari tribe. Highlights which...",February 2014
Omo National Park and River,Nature/Parks,5,""" Mursi Tribe:Fantastic Experience!""","We loved our visit to Ethiopia's southern Omo Valley...it's almost surreal because it is so removed from our everyday experience. We had a great experience with Imagine Ethiopia Tours- I really can't say enough about their service, including the drivers and guide.  But seeing the...",December 2013
Omo National Park and River,Nature/Parks,4,Independent Travel of Omo Valley,"We found an excellent guide for the Omo Valley, Solomon Gezu, goethiopiatours@gmail.com.  I usually try to travel indepently & frugally, don't like tour groups. However, it's difficult in the Omo Valley.  We flew to Arba Minch and took the local bus to Jinka ($6.00).  We...",March 2014
Omo National Park and River,Nature/Parks,5,OMO VALLEY EXPERIENCE,"Last summer we spent over 8 days at Omo valley, this was an amazing place. Despite we had our own driver and guide, the best you can do is taking a local guide. Fortunately we met Shigo at banna market. He was the best guide...",August 2013
Omo National Park and River,Nature/Parks,1,Lalo-tours: unscrupulous tour operator in Omo Valley,"I notice there is another review for this Omo Valley tour company. We just finished a 7-day tour with them yesterday, and we had a very different impression from the earlier reviewer.

There are three main reasons for this one-star rating:
1.	 I’d made the...",March 2014
The Mausoleum of Menelik II,Landmarks,5,An historic location in Addis,"Been there a number of times to see the great history of Ethiopia. Many great leaders are buried there. Recently I attended the funeral of late President Girma Woldegiorgis, a great tribute to a great man. What an incredible venue and treasure for Ethiopia.",December 2018
The Mausoleum of Menelik II,Landmarks,1,Inconsistent policy for tourists visiting the Mausoleum,"I tried to visit the mausoleum in an afternoon. At the entrance of the lane leading to the place, a guard told my driver that I could not carry a camera, but smart phone was allowed. I promised not to take any photos, but it...",December 2018
The Mausoleum of Menelik II,Landmarks,5,Sacred Space,"I have been on a few occasions but actually only entered the Mausoleum once during a Holy Day on the Ethiopian Orthodox Church Calendar .  It is a majestic space, worthy of the tomb it houses.  During the week it is a beautiful, quite place...",December 2018
The Mausoleum of Menelik II,Landmarks,4,Timing of your visit is important.,Timing of your visit is important. Dont still be there when they start a service as they are likely to lock you in for the duration. The tombs are intersting and some of the paintings excellent,September 2018
The Mausoleum of Menelik II,Landmarks,5,HISTORICAL MASTERPIECE,"Ethiopia has an amazing history  many cultures and monuments , this is but 1 of many , but an inportant one.",December 2017
The Mausoleum of Menelik II,Landmarks,4,Another landmark worthy for a visit,"It is the sanctuary of Emperor Menelik II. (1844-1913) as well as his wife and daughters, and other Ethiopian dignitaries. Menelik II, emperor of Abyssinia from 1889-1910 is credited with the countries modernization, such as trains, electricity, telephone, and other successes. Menelik ll. is considered...",May 2018
The Mausoleum of Menelik II,Landmarks,5,Check out the Michelangelo!,"It's a beautiful cathedral with very hospitable people who opened it up just for me. Is this Michelangelo real? In any case, it's a must visit.",May 2018
The Mausoleum of Menelik II,Landmarks,4,Beautiful building.,Menelik figures into Ethiopian history in the church areas and this sort of tied it all together. He is part of the lore of this wonderful nation and it seemed to be a very well kept up place to honor him.,January 2018
The Mausoleum of Menelik II,Landmarks,5,An oasis of peace .,The mausoleum of Menelick !! and other Royal family members is in the crypt of a fully functioning church in a hilltop overlookng Addis. It was a most enjoyable visit. The painting and decorations were excellent and the Church itself was a joy to behold....,November 2017
The Mausoleum of Menelik II,Landmarks,4,good place to spend some time,this church is a delight to watch. this is very near to prime ministers residence or menelik palace. in this church also you can see tombs of ethiopian emporers.nice architecture,August 2017
Red Terror Martyrs Memorial Museum,Museums,5,must visit,"Small, but great museum about the atrocities during the Derg regime. Easily accessible as it is in the center of the city.",January 2017
Red Terror Martyrs Memorial Museum,Museums,5,Highlight in Addis,"Whilst the subject matter is gruelling and upsetting, our passionate tour guide was able to bring this sad aspect of Ethiopian history to life. A must see, and history not to be forgotten. Donation after tour - no entry cost.",January 2017
Red Terror Martyrs Memorial Museum,Museums,5,Must see,"An unforgettable experience. A guide who lived through the Derg regime was there to walk visitors through the entire exhibit, which includes carefully curated historical documents alongside the actual skulls, bones, and belongings and photographs of people who were killed. I personally found it very...",January 2017
Red Terror Martyrs Memorial Museum,Museums,5,Chilling highlight,"one of our highlights- very informative  A guide- most of whom are living testament to the history, is a must!",January 2017
Red Terror Martyrs Memorial Museum,Museums,5,"Highly recommended, not for the fainthearted though",I was deeply impressed and overwhelmed by this museum and the outstanding quality of our guide. One can learn enormously much in a couple of hours about Ethiopia's troubled history at this place. As you will see a lot about the cruel and torturous methods...,December 2016
Red Terror Martyrs Memorial Museum,Museums,4,You have to go there,"Nice miseum who show the Red Terror, a sade and bad time.
You can find some details, the place is nice, and the price is you who made it",October 2016
Red Terror Martyrs Memorial Museum,Museums,5,Not your everyday museum,Very moving and definitely worth a visit to learn about a period of Ethiopian history which doesn't get much attention. There is a free guided tour which is invaluable to understanding the displays.,December 2016
Red Terror Martyrs Memorial Museum,Museums,5,"Very Inforrmative, moving, and Heart breaking","Very informative.  Seeing the terror that humans inflict on humans is heart breaking.  This is right at the Mescal Square and if you like to walk, you can walk to Piassa via the old AA-Djibouti Train Station (atmospheric) and Cuba-Ethiopia Friendship Park.",March 2016
Red Terror Martyrs Memorial Museum,Museums,4,Sad history,"It was a very nice Museum, and super informative. Though it will make you super sad, it is a Necessary when going to Addis.",December 2016
Red Terror Martyrs Memorial Museum,Museums,4,Be prepared to get into a sombre mood,"The facility seems more geared towards the Ethiopian visitors, with the signs all in basic English. The museum is not too well-maintained, either. A lot of the exhibits are poorly lit because about half the lights are not functional, and I was informed not to...",December 2016
Nechisar National Park,Nature/Parks,4,Great trip,"Great trip in the Park with a stop to the spring and excellent boat trip to Chomo lake.
During Chomo lake trip I saw a lot of birds, huge crocodiles and many hippos.
It a must when visit Arba Minch.",July 2015
Nechisar National Park,Nature/Parks,3,"Not remarkable, quite expensive","Some hyppos, some crocodiles. Do not expect hundreds of them. The tour trips don't last much and are quite expensive unless you find other people to share the boat.",August 2015
Nechisar National Park,Nature/Parks,5,Town,"Arba Minch is one of the biggest town in the southern region and a gate to the Omo- Valley. It has the Nech Sar National Park right at its door and is situated in front of the two lake Abaya and Chamo.

Abaya is the...",April 2015
Nechisar National Park,Nature/Parks,3,Nech Sar,I am not that excited after all that long trip so don't expect when they say crock market. They are not harmful as the boat driver park it on the small land and switched the engine I was scared.At first WAW.,October 2014
Nechisar National Park,Nature/Parks,5,country with a great history,"this is a really beautiful place to visit and relax there are local guides who will give you all the historical information you require, the guides are very knowlagable and very proud of Ethiopian history",September 2014
Nechisar National Park,Nature/Parks,5,There are two city in Arbaminch means  the (40 spring),The settlement in the city had three major features following the three major sections of the city: Shecha sikella and Limat. Sikella is found in between Limat and Shecha. The three settlements are located almost five kilometers apart. Limat most probably was the first settlement...,August 2014
Nechisar National Park,Nature/Parks,4,arba minch the main city in the south,"this is the main city before heading further south to the omo valley, the Durze tribe live nearby and you also have lake chamo close by which is worth a visit if you like to see crocodiles and hippo's, but you will need to hire...",May 2015
Nechisar National Park,Nature/Parks,5,Excellent for hipo and crocodile observation ,There isn't so many animal same as the others in Africa in this national park but different kind of birds can be found. On the other hand there are so many crocodile and hipos in the lake and observation and taking phote is suitable.,None
